head,predicate,tail,dataset
00738747,_verb_group,00913065,valid
02535093,_derivationally_related_form,00319939,train
07301336,_hypernym,07314427,test
02910789,_derivationally_related_form,05777439,train
05696020,_hypernym,05695806,train
12730544,_hypernym,12724942,train
01170052,_derivationally_related_form,07885223,train
09975425,_derivationally_related_form,01658762,train
05761559,_hypernym,05760202,train
00414174,_hypernym,00413876,train
13917334,_hypernym,13915999,train
02297409,_hypernym,02298160,train
11144431,_instance_hypernym,09765278,train
12934479,_has_part,07827554,train
03044083,_derivationally_related_form,02497586,train
01647229,_derivationally_related_form,00237078,train
07990377,_hypernym,00031264,train
11056654,_instance_hypernym,10536416,train
04005340,_hypernym,03851341,train
00176327,_synset_domain_topic_of,06063588,train
01358572,_hypernym,01355326,train
04984514,_derivationally_related_form,00567604,train
00809654,_derivationally_related_form,06756680,train
01701634,_synset_domain_topic_of,00929718,train
00742645,_derivationally_related_form,01158181,train
12932532,_hypernym,11585340,test
05648459,_derivationally_related_form,01140514,train
14019039,_hypernym,14018567,train
00747215,_derivationally_related_form,00583759,train
14336317,_hypernym,14299637,train
14605132,_hypernym,14604959,train
09809279,_synset_domain_topic_of,08199025,train
01950798,_also_see,01955127,train
02141713,_hypernym,02141306,train
12893094,_member_meronym,12894607,train
01525116,_derivationally_related_form,01207149,train
02100632,_hypernym,01850315,train
02339413,_derivationally_related_form,02730568,train
07193596,_derivationally_related_form,00788184,train
03941684,_hypernym,03489162,train
13317002,_hypernym,13315999,train
09409203,_derivationally_related_form,01882814,train
03935450,_hypernym,04565375,train
00865958,_derivationally_related_form,07160424,valid
10284064,_derivationally_related_form,00142191,train
13745086,_hypernym,13741022,train
08994339,_instance_hypernym,08524735,train
13458268,_synset_domain_topic_of,06084469,train
01848718,_derivationally_related_form,07333649,train
01615825,_member_meronym,01615949,train
14173625,_hypernym,14171682,train
01005579,_derivationally_related_form,00646738,train
01333301,_hypernym,01329186,train
04921011,_hypernym,00024264,train
01134861,_hypernym,01133281,train
00218208,_hypernym,00217014,train
08060193,_derivationally_related_form,02447542,train
10560637,_derivationally_related_form,05999797,train
02381460,_hypernym,02374451,train
10407954,_derivationally_related_form,02556126,train
01884383,_derivationally_related_form,00335988,train
01189282,_derivationally_related_form,00906735,train
10553627,_derivationally_related_form,02225492,train
00381680,_derivationally_related_form,02622234,test
01485839,_derivationally_related_form,10390427,train
03319858,_hypernym,03522239,train
02580853,_derivationally_related_form,02804772,train
04965661,_derivationally_related_form,00289840,train
14438125,_hypernym,14436875,train
01518047,_hypernym,01617192,train
04568298,_derivationally_related_form,01673891,train
02158896,_hypernym,02158587,train
07342495,_derivationally_related_form,00675701,train
06295235,_member_of_domain_usage,02730568,train
02270815,_derivationally_related_form,07187996,train
01603418,_derivationally_related_form,14977188,train
01839086,_hypernym,01838598,train
02201758,_hypernym,01762525,train
05015117,_derivationally_related_form,01251128,train
13504497,_hypernym,13526110,train
01437888,_derivationally_related_form,06264398,train
06689125,_derivationally_related_form,02585360,train
01036319,_derivationally_related_form,14541852,train
00493517,_hypernym,00493703,train
03053474,_hypernym,04317420,train
10195261,_derivationally_related_form,00158996,train
08409835,_hypernym,08284481,train
01843904,_derivationally_related_form,00879607,train
14799601,_hypernym,14974264,train
02743727,_derivationally_related_form,00329227,train
13753274,_hypernym,13745420,train
04421872,_hypernym,03733925,train
02868916,_derivationally_related_form,05658226,train
03233423,_hypernym,00002684,train
02422860,_member_meronym,02423022,train
14064044,_hypernym,14063633,train
00354583,_hypernym,00351638,train
05064827,_derivationally_related_form,02371718,train
00342028,_hypernym,00331950,train
01931768,_derivationally_related_form,01144876,train
00143251,_derivationally_related_form,00486018,train
02443049,_derivationally_related_form,01474513,train
02159271,_member_meronym,02225959,train
13632007,_has_part,13631355,train
12382233,_hypernym,12381511,train
02481629,_hypernym,01864707,train
10486679,_derivationally_related_form,02001252,train
02870663,_derivationally_related_form,09538915,train
00083523,_hypernym,01340439,train
01064148,_hypernym,01062583,train
00930599,_hypernym,00943837,train
02748927,_derivationally_related_form,00262249,valid
00627849,_also_see,00629997,train
02221240,_hypernym,01762525,train
02545272,_derivationally_related_form,14541852,train
04074482,_derivationally_related_form,00082563,train
01926984,_hypernym,01835496,train
10102369,_hypernym,09792555,test
01063350,_derivationally_related_form,01901289,train
06845599,_member_of_domain_usage,04527808,test
09148970,_has_part,09398217,train
08748499,_instance_hypernym,09316454,train
01128984,_derivationally_related_form,00406053,train
07470671,_derivationally_related_form,01081152,train
15274441,_derivationally_related_form,01763643,valid
02276088,_derivationally_related_form,04733347,train
02056971,_also_see,02002720,train
08336188,_hypernym,08329453,test
02241107,_hypernym,02319050,train
02761229,_hypernym,02760622,train
10871756,_instance_hypernym,10794014,train
01032840,_synset_domain_topic_of,06128570,train
00366547,_verb_group,00364868,train
08684294,_hypernym,08673395,train
09049599,_has_part,09103943,train
02538765,_derivationally_related_form,10213034,train
07445480,_hypernym,07311115,train
10087434,_synset_domain_topic_of,08199025,train
09839167,_derivationally_related_form,02259829,train
00751389,_derivationally_related_form,00848466,train
09037394,_instance_hypernym,08698379,train
02014646,_hypernym,01504437,train
01909978,_verb_group,01909397,valid
00612042,_hypernym,00610538,train
00907919,_derivationally_related_form,01002740,train
00599992,_derivationally_related_form,05996646,train
10578762,_hypernym,09610660,train
01796346,_derivationally_related_form,01261293,train
03118346,_hypernym,03733925,train
04861486,_derivationally_related_form,01989669,train
13489037,_hypernym,13526110,train
00320852,_derivationally_related_form,02502536,train
01518347,_hypernym,01342529,train
10360747,_synset_domain_topic_of,08199025,train
12281788,_hypernym,12281241,train
06804728,_synset_domain_topic_of,08199025,train
01350699,_derivationally_related_form,13885370,train
05656537,_derivationally_related_form,02129289,train
13514314,_has_part,13443787,train
10680153,_derivationally_related_form,00162688,train
01031109,_hypernym,00971015,train
07479799,_hypernym,07371293,train
00268557,_derivationally_related_form,00168588,train
08997310,_has_part,08997487,valid
02625339,_hypernym,02624263,train
00820976,_hypernym,01015244,train
07588947,_derivationally_related_form,00323856,train
00882220,_derivationally_related_form,06693744,train
02048891,_derivationally_related_form,07442068,train
12130759,_member_meronym,12130937,train
01127215,_hypernym,01476483,train
09787534,_hypernym,10013927,train
07358377,_synset_domain_topic_of,06453849,train
00997794,_derivationally_related_form,10057271,train
02322596,_hypernym,02321757,train
01755274,_hypernym,01657723,train
02350175,_derivationally_related_form,00395333,train
15143477,_derivationally_related_form,00354845,train
00814850,_hypernym,00757544,train
00835506,_hypernym,00834009,train
01775370,_hypernym,01775062,train
01003049,_synset_domain_topic_of,06613686,train
00966869,_derivationally_related_form,02344568,test
15280497,_hypernym,15286249,train
12465796,_hypernym,11556187,train
06043075,_hypernym,06045562,train
09957013,_hypernym,10018021,train
01069980,_hypernym,01068773,valid
13617468,_hypernym,13600822,train
13573666,_derivationally_related_form,00459114,train
10942144,_instance_hypernym,10020890,test
01079873,_derivationally_related_form,00557588,train
02491590,_member_meronym,02493390,train
15212739,_has_part,15213008,train
14861355,_derivationally_related_form,03091996,train
01944812,_hypernym,01944390,train
14046202,_has_part,13449156,train
02835271,_hypernym,02834778,train
02451292,_member_meronym,02451415,train
04723816,_hypernym,00024264,train
09460888,_instance_hypernym,09403734,test
00044900,_hypernym,00030358,train
01150370,_derivationally_related_form,00627013,train
12475450,_member_meronym,12475593,train
08137251,_hypernym,08348815,train
11797016,_hypernym,11585340,train
02114056,_verb_group,02114433,train
02118242,_derivationally_related_form,05768553,valid
05544575,_hypernym,05542893,train
12684153,_hypernym,11585340,train
07532276,_hypernym,07531255,valid
01869563,_verb_group,01870043,train
00803325,_derivationally_related_form,05176607,train
10820163,_instance_hypernym,10123844,train
10380126,_hypernym,00007846,train
10652954,_hypernym,09887034,train
08138259,_hypernym,08337324,train
01042531,_hypernym,00941990,train
07553301,_derivationally_related_form,02374914,valid
08845555,_has_part,08846626,train
09663472,_hypernym,09649554,train
09148970,_instance_hypernym,08655464,train
05651399,_hypernym,05650329,train
12175949,_hypernym,13112664,train
01935476,_hypernym,01955984,train
01062555,_derivationally_related_form,00121166,train
10006842,_synset_domain_topic_of,08199025,train
13981403,_synset_domain_topic_of,00973077,train
01941093,_verb_group,01840238,train
00270826,_derivationally_related_form,04294212,train
10295951,_hypernym,10249459,train
09082540,_has_part,09084196,train
10705615,_derivationally_related_form,06182144,train
00626188,_derivationally_related_form,01150370,train
02284096,_derivationally_related_form,09874260,train
02083615,_also_see,01872745,train
11867525,_member_meronym,11898079,train
00668099,_verb_group,01794668,train
01022008,_derivationally_related_form,02375131,train
02568326,_hypernym,01432517,train
08831004,_member_of_domain_region,02871963,train
00298161,_derivationally_related_form,10718131,train
14806333,_hypernym,15078050,train
02410313,_member_meronym,02410702,test
00447158,_hypernym,00205885,train
00149583,_also_see,00248659,train
12892226,_member_meronym,12906334,train
00193486,_derivationally_related_form,05870180,train
00653449,_derivationally_related_form,10685123,train
07046543,_hypernym,07037465,train
06596978,_hypernym,06593296,test
03740161,_synset_domain_topic_of,06043075,train
01662771,_derivationally_related_form,03779621,test
02182109,_hypernym,02176268,train
01821418,_member_meronym,01821554,train
02609764,_derivationally_related_form,14562960,train
02559752,_hypernym,02452885,test
02450256,_derivationally_related_form,13924659,train
00025034,_derivationally_related_form,00255214,train
00889294,_hypernym,00887081,train
06413889,_derivationally_related_form,06256229,train
14343411,_hypernym,14342132,train
02534492,_derivationally_related_form,13931436,train
01624169,_derivationally_related_form,03699975,train
01682234,_hypernym,01682039,train
00754280,_hypernym,00780148,train
00249969,_hypernym,00126264,train
03065063,_hypernym,04048568,train
00884778,_derivationally_related_form,04836074,train
01876843,_member_meronym,01878500,train
10266848,_synset_domain_topic_of,08441203,valid
00714884,_derivationally_related_form,07140978,train
01991472,_derivationally_related_form,02472693,train
06575681,_has_part,07269916,train
13627681,_hypernym,13601596,train
00633443,_derivationally_related_form,05888929,train
01673668,_member_meronym,01694430,train
02835654,_derivationally_related_form,15004501,train
09382990,_has_part,08977948,train
08853741,_has_part,08856793,train
04630689,_hypernym,00024264,train
06599788,_hypernym,06598915,train
05279688,_has_part,05279953,train
15266265,_derivationally_related_form,10468559,train
07168623,_derivationally_related_form,00747135,train
09918248,_hypernym,10373998,train
00470701,_derivationally_related_form,00218427,train
07233634,_hypernym,07232988,train
05811884,_derivationally_related_form,01774426,train
07193958,_derivationally_related_form,00788564,train
11748002,_hypernym,13139055,valid
02499312,_hypernym,02501738,test
01635659,_hypernym,01626134,train
13839662,_hypernym,13838386,train
11766609,_member_meronym,11777365,train
09066017,_instance_hypernym,08524735,train
00473003,_derivationally_related_form,04953380,train
01746063,_hypernym,01657723,train
07726672,_hypernym,07708798,train
01947887,_hypernym,01944692,train
12671157,_member_meronym,12680125,train
07533097,_hypernym,07532440,train
01540693,_hypernym,00173338,train
09370773,_instance_hypernym,09475292,train
02445356,_hypernym,02471690,train
04508489,_hypernym,04508163,train
14889479,_hypernym,14865800,train
14859344,_derivationally_related_form,00502757,train
02163746,_derivationally_related_form,00881649,train
14469014,_hypernym,14465048,train
11967744,_hypernym,11672400,train
15068436,_hypernym,14818238,test
04571088,_derivationally_related_form,01487311,train
01981702,_hypernym,01976957,train
05151088,_hypernym,05148699,train
09810364,_derivationally_related_form,02275365,train
08871007,_has_part,08878016,train
01256417,_derivationally_related_form,09623038,train
11766609,_member_meronym,11776861,train
09775663,_derivationally_related_form,01016316,train
01758308,_hypernym,05301908,train
01734273,_hypernym,01657723,train
05669181,_synset_domain_topic_of,06234825,train
00896141,_derivationally_related_form,05823054,train
11737316,_hypernym,11571907,train
09906986,_hypernym,10164747,train
08102555,_member_meronym,08103299,train
00105778,_hypernym,00105554,train
04968895,_hypernym,04959672,train
07409475,_derivationally_related_form,01892849,train
03670456,_instance_hypernym,03743902,train
04660536,_hypernym,04616059,train
09102016,_has_part,09102883,train
12680125,_member_meronym,12680652,train
11778534,_member_meronym,11779801,train
12723446,_member_meronym,12723610,train
11664929,_member_meronym,13109733,train
06711159,_hypernym,06710546,train
01807496,_hypernym,01802721,train
14376855,_derivationally_related_form,02575082,train
02027226,_derivationally_related_form,10190871,train
03244388,_derivationally_related_form,01930874,train
00311559,_hypernym,00126264,train
08778401,_instance_hypernym,08691669,train
02510446,_derivationally_related_form,02566528,train
00803325,_derivationally_related_form,01141593,test
05058140,_derivationally_related_form,02055649,train
01866192,_derivationally_related_form,07441619,train
01530431,_hypernym,01421622,train
03331599,_hypernym,02934168,train
01050627,_hypernym,01048912,train
07266178,_hypernym,07258332,train
12669803,_hypernym,13104059,train
07786856,_hypernym,07786686,train
08805122,_has_part,08805565,train
09084750,_has_part,09473808,train
01854047,_member_meronym,01854223,test
02642430,_hypernym,01429349,test
12714254,_hypernym,13104059,train
02271740,_member_meronym,02272428,train
02116322,_hypernym,01864707,train
03093792,_hypernym,03605915,train
10634990,_derivationally_related_form,00777522,train
02372605,_derivationally_related_form,01023820,train
03003344,_derivationally_related_form,06947032,train
10734963,_derivationally_related_form,03249569,train
13987719,_derivationally_related_form,01812324,train
10649574,_synset_domain_topic_of,00471613,train
07277158,_derivationally_related_form,02278061,train
00644066,_hypernym,00193486,train
11158982,_instance_hypernym,10650162,test
10279018,_hypernym,09974648,train
10995592,_instance_hypernym,10233445,train
09641226,_hypernym,09638875,train
12421467,_hypernym,13134302,train
02794372,_derivationally_related_form,08149781,train
01389329,_derivationally_related_form,00356790,train
00135578,_derivationally_related_form,06769032,train
07370125,_hypernym,07311115,train
11684739,_hypernym,11684264,train
09178999,_hypernym,09178821,train
02227362,_hypernym,02228031,train
06148148,_hypernym,06143154,test
02275773,_hypernym,02274822,train
07515790,_derivationally_related_form,01765392,train
00025654,_derivationally_related_form,07515974,train
01374582,_derivationally_related_form,00608502,train
08780018,_instance_hypernym,08633957,train
01710048,_derivationally_related_form,00527872,train
11668952,_hypernym,08103777,train
08139795,_has_part,08142972,train
11986306,_hypernym,12205694,train
04372171,_hypernym,03575958,test
02410175,_hypernym,02679530,train
04391838,_derivationally_related_form,00999270,train
00367280,_hypernym,00365709,train
11313911,_instance_hypernym,09989502,train
02149297,_member_meronym,02149420,train
02163982,_member_meronym,02176073,train
00143251,_derivationally_related_form,00230276,train
08164585,_derivationally_related_form,00710005,train
01218327,_hypernym,01217859,train
13908580,_hypernym,13867641,train
09201301,_has_part,08493493,train
09100080,_instance_hypernym,08665504,train
13163250,_has_part,13162297,train
00473572,_hypernym,00205885,train
13809920,_derivationally_related_form,00956250,test
12986447,_member_meronym,12990800,train
09044862,_member_of_domain_region,08303692,train
11250287,_instance_hypernym,09623038,train
05277728,_derivationally_related_form,05269901,train
07339653,_hypernym,07340094,train
05929008,_derivationally_related_form,00849788,train
02846322,_derivationally_related_form,07561112,train
15136723,_has_part,15291801,train
03605722,_hypernym,08664443,train
12759120,_hypernym,11567411,train
01624987,_hypernym,01507175,valid
00881545,_hypernym,00877127,train
09614047,_hypernym,00007846,train
05122099,_derivationally_related_form,02644234,train
14607521,_hypernym,14818238,train
00263947,_derivationally_related_form,00510364,train
02046075,_hypernym,02045043,train
00506299,_derivationally_related_form,07553741,train
13484082,_derivationally_related_form,01459542,train
07458453,_derivationally_related_form,01086103,train
15207556,_hypernym,15206744,train
01342124,_hypernym,01340439,train
09942970,_synset_domain_topic_of,08199025,train
02082358,_hypernym,01342529,train
12124627,_hypernym,12102133,train
13252168,_hypernym,13246662,train
06248530,_hypernym,05996646,train
02058747,_hypernym,02058221,train
06693870,_member_of_domain_usage,00227507,train
04128837,_has_part,03726760,train
14857497,_derivationally_related_form,02223238,train
02876088,_derivationally_related_form,05240211,train
10826352,_instance_hypernym,09989502,test
07321772,_derivationally_related_form,00422090,train
03088707,_derivationally_related_form,02079933,valid
02328270,_hypernym,01862557,train
05707495,_hypernym,05701944,train
06637350,_synset_domain_topic_of,06128570,train
08368907,_derivationally_related_form,00054628,train
02214660,_hypernym,02206270,train
13845239,_derivationally_related_form,02377651,train
04541662,_hypernym,03290771,train
00358089,_derivationally_related_form,00331082,train
02958343,_has_part,04384406,train
07163803,_hypernym,06876309,train
05154908,_derivationally_related_form,02735897,train
01538928,_derivationally_related_form,04694441,train
01925469,_member_meronym,01926090,test
00715868,_derivationally_related_form,06652242,train
01487718,_derivationally_related_form,03864994,train
06706676,_hypernym,06696483,train
03492542,_hypernym,03706653,train
05611822,_derivationally_related_form,02392762,train
05154517,_hypernym,04723816,test
00458471,_verb_group,00458754,train
08723006,_member_of_domain_region,07571547,train
01747374,_hypernym,01691057,train
05585383,_hypernym,05237227,train
05417472,_derivationally_related_form,00097179,train
02637202,_hypernym,02727462,train
02269829,_member_meronym,02270011,train
01877134,_hypernym,01874434,train
02193357,_member_meronym,02193496,train
12892226,_hypernym,11566230,train
01131473,_derivationally_related_form,02982790,train
13475538,_derivationally_related_form,00275253,valid
02764614,_derivationally_related_form,04952570,train
09269972,_hypernym,09428967,train
00889082,_hypernym,00888796,valid
01079042,_hypernym,01077350,train
01169194,_derivationally_related_form,06063588,train
04161981,_hypernym,03405725,train
02194495,_derivationally_related_form,05715864,train
00371846,_hypernym,00371314,train
00590148,_derivationally_related_form,09906848,train
02960690,_hypernym,03323703,train
13460568,_hypernym,13478525,train
01176219,_hypernym,01170962,train
15134054,_hypernym,15133621,train
01614079,_hypernym,01463963,train
10045713,_derivationally_related_form,02387486,train
00413432,_synset_domain_topic_of,06143546,train
12166003,_hypernym,11567411,train
01932973,_also_see,02179279,train
04730580,_derivationally_related_form,02345272,test
02653651,_derivationally_related_form,07153130,train
06018465,_has_part,06020737,valid
00378361,_verb_group,00378042,train
07075172,_member_of_domain_usage,04931267,train
14560926,_hypernym,14560612,train
02341816,_hypernym,02327200,train
00373130,_derivationally_related_form,02449847,train
08295580,_member_meronym,08299307,train
07812184,_hypernym,07809368,train
10593115,_derivationally_related_form,01134781,train
03110669,_derivationally_related_form,02179154,train
02427103,_derivationally_related_form,00240184,train
11780148,_hypernym,11779300,train
02585860,_hypernym,02524171,train
06845599,_member_of_domain_usage,02706373,train
01233397,_hypernym,01080366,train
00095121,_derivationally_related_form,01796800,valid
04660981,_hypernym,04660536,train
00788184,_derivationally_related_form,07193596,train
01145612,_hypernym,01143838,train
01447632,_derivationally_related_form,11498203,train
13895549,_hypernym,13894434,train
01007053,_hypernym,01006675,train
08871007,_has_part,08879197,train
15232712,_instance_hypernym,15113229,train
13694160,_hypernym,13662703,train
00527367,_derivationally_related_form,01159964,test
01084588,_verb_group,01084866,train
08843215,_has_part,08964099,train
08860123,_member_of_domain_region,09916209,train
03309465,_hypernym,03656484,train
07380144,_derivationally_related_form,02174461,train
04196080,_hypernym,04377057,train
09071690,_has_part,09277279,train
02752695,_verb_group,01007924,train
02058933,_member_meronym,02060016,train
12815060,_hypernym,11579418,train
10648237,_derivationally_related_form,02412175,valid
14739360,_hypernym,14607521,train
10150940,_derivationally_related_form,02384940,test
02296726,_derivationally_related_form,07185076,train
14994004,_hypernym,14792703,train
01453852,_member_meronym,01454260,train
02110341,_hypernym,02084071,train
13291356,_synset_domain_topic_of,08441203,train
04694090,_derivationally_related_form,00196364,train
14779205,_hypernym,14778436,train
04960277,_derivationally_related_form,00280532,train
01734884,_derivationally_related_form,04872958,train
00933154,_derivationally_related_form,05145891,train
12725940,_hypernym,12724942,train
13996061,_derivationally_related_form,02497062,train
05280365,_hypernym,05470189,train
10636874,_derivationally_related_form,00101956,train
01623284,_hypernym,01507175,train
00219403,_derivationally_related_form,14779796,train
12823164,_hypernym,11562747,train
03420559,_derivationally_related_form,01087197,train
10151570,_hypernym,09623038,train
00865387,_verb_group,00814458,train
07326880,_derivationally_related_form,00121865,train
12375769,_hypernym,12375518,valid
10628644,_hypernym,10541229,train
01468576,_derivationally_related_form,00206927,train
06825996,_hypernym,06825399,train
05836921,_derivationally_related_form,01783394,train
09114262,_instance_hypernym,09233715,train
04316646,_has_part,04226322,train
09081213,_instance_hypernym,08655464,train
01826060,_derivationally_related_form,07484547,train
10047199,_hypernym,10576962,train
07387316,_derivationally_related_form,01059743,train
06153186,_hypernym,06152821,train
03800933,_derivationally_related_form,10340312,train
08506932,_synset_domain_topic_of,06453849,train
08582837,_hypernym,08630039,train
11791155,_hypernym,11556857,train
01451842,_hypernym,01449974,train
08624656,_hypernym,08621598,train
00883635,_derivationally_related_form,07229747,train
06369829,_has_part,06373991,train
12410715,_member_meronym,12087650,train
05948857,_derivationally_related_form,02863464,train
01311378,_hypernym,01282545,train
02851550,_derivationally_related_form,03931044,train
00018813,_derivationally_related_form,10763985,train
02528985,_derivationally_related_form,00067707,train
12550968,_member_meronym,12551457,train
02034828,_also_see,01878466,train
02497400,_derivationally_related_form,13992514,train
00884011,_derivationally_related_form,10482054,train
07528212,_hypernym,07527352,train
14252864,_hypernym,14070360,train
05016171,_derivationally_related_form,00371264,train
11921622,_hypernym,11579418,train
03481172,_has_part,03501614,train
03041632,_hypernym,03623556,valid
08624196,_derivationally_related_form,02653381,train
10211203,_derivationally_related_form,02446819,train
02477334,_hypernym,00822367,train
07289014,_derivationally_related_form,01764171,train
09546280,_synset_domain_topic_of,15259284,train
01115190,_hypernym,00417001,train
01675963,_derivationally_related_form,04683814,train
00110964,_hypernym,00110057,train
01523105,_hypernym,01522276,train
01673668,_member_meronym,01684941,train
07370968,_derivationally_related_form,02041206,valid
10750640,_hypernym,10005280,train
00974367,_derivationally_related_form,09795124,test
15139691,_synset_domain_topic_of,08199025,train
00696852,_derivationally_related_form,00891850,train
07122409,_hypernym,07120524,train
10616578,_hypernym,00007846,train
01303242,_hypernym,01296462,valid
00489299,_hypernym,00126264,train
00365012,_derivationally_related_form,00186161,train
00835609,_also_see,00839411,train
01222360,_also_see,00763901,train
05714894,_hypernym,05713737,train
08699426,_has_part,08928193,train
00674158,_hypernym,00690501,train
00772026,_synset_domain_topic_of,08441203,train
06398401,_derivationally_related_form,02610628,train
06343117,_hypernym,06338908,train
11476430,_hypernym,11473954,train
12773917,_hypernym,13109733,train
09051726,_instance_hypernym,08574314,train
12397210,_has_part,02670049,valid
00360092,_verb_group,02081578,train
01004550,_hypernym,01000214,train
09990904,_hypernym,09935434,train
01577635,_derivationally_related_form,03948950,train
11877646,_has_part,07736256,train
00456199,_synset_domain_topic_of,00455599,train
01070187,_derivationally_related_form,02846322,train
02547225,_derivationally_related_form,04873939,train
01838651,_verb_group,01902783,valid
02019566,_hypernym,01504437,train
00315383,_derivationally_related_form,01889074,train
01142324,_derivationally_related_form,02457585,train
03474635,_hypernym,02968473,train
09861718,_derivationally_related_form,00837872,train
13952601,_synset_domain_topic_of,08441203,train
04587648,_has_part,03881893,train
14181713,_has_part,14358335,train
02223238,_hypernym,02222318,train
08748280,_has_part,08749447,train
05105265,_hypernym,05103946,train
00219012,_hypernym,00209943,train
00893878,_hypernym,00902424,train
00964569,_hypernym,00037396,train
12410715,_member_meronym,12475450,train
01019372,_derivationally_related_form,00958334,train
02272090,_derivationally_related_form,13342692,train
03967942,_derivationally_related_form,01478002,train
05091770,_hypernym,00033615,train
08788004,_instance_hypernym,08574314,test
14004958,_hypernym,14004572,train
11849017,_hypernym,11573660,train
13064678,_member_meronym,13065215,train
12180885,_hypernym,13104059,train
00093593,_hypernym,00092293,train
12838027,_member_meronym,12868248,train
02105990,_derivationally_related_form,00589309,train
07397761,_derivationally_related_form,02175578,valid
01401772,_derivationally_related_form,10614225,train
02922292,_hypernym,03792048,train
02444662,_derivationally_related_form,01139194,train
12902297,_hypernym,11579418,train
05772044,_derivationally_related_form,00143704,train
01209220,_hypernym,01207609,train
08860123,_member_of_domain_region,08278924,train
02822399,_hypernym,04288272,train
00325785,_hypernym,00325110,train
11229095,_instance_hypernym,09896520,train
12838027,_member_meronym,12849597,train
04540761,_hypernym,02991048,train
09941964,_hypernym,10317007,train
08110648,_hypernym,07992450,train
02803129,_hypernym,04073669,test
07193958,_derivationally_related_form,00788184,train
00883226,_hypernym,00839834,train
06763273,_derivationally_related_form,00961329,train
01053771,_derivationally_related_form,07123870,train
08917503,_instance_hypernym,08574314,train
07881800,_hypernym,00021265,train
09141526,_has_part,09144851,train
08709038,_has_part,08752974,train
02229055,_verb_group,02296153,train
14848785,_hypernym,14589223,train
01352574,_hypernym,08108972,train
08773098,_instance_hypernym,08524735,train
00637259,_derivationally_related_form,13742358,train
06845599,_member_of_domain_usage,03774842,train
14471724,_synset_domain_topic_of,02472293,train
04761517,_hypernym,04723816,train
11544540,_hypernym,11537886,train
01158596,_derivationally_related_form,14708720,train
00263492,_derivationally_related_form,00293977,train
00226379,_hypernym,00224901,test
00289840,_derivationally_related_form,04965661,train
05486510,_has_part,05493758,train
08519916,_has_part,09018848,train
14189837,_hypernym,14189204,train
12930044,_member_meronym,12933164,train
05539595,_hypernym,08663354,train
00193486,_derivationally_related_form,07373803,train
01452918,_hypernym,01505254,train
10667709,_hypernym,09943239,train
12793886,_hypernym,12793015,train
04821451,_derivationally_related_form,01837744,train
00412048,_synset_domain_topic_of,01094725,train
01871406,_hypernym,08103777,train
10490965,_hypernym,00007846,valid
12299988,_hypernym,11562747,test
00039488,_hypernym,00038849,train
01483324,_also_see,01475831,train
15158997,_hypernym,15158816,train
01854223,_member_meronym,01854700,train
01801876,_hypernym,01801088,train
01455184,_hypernym,01974062,train
02472012,_hypernym,01864707,train
08629508,_hypernym,08510666,train
01665638,_synset_domain_topic_of,00243918,train
13594585,_derivationally_related_form,01111816,train
00354884,_derivationally_related_form,00082308,train
00591523,_derivationally_related_form,09983889,train
01651293,_hypernym,01641914,train
05366043,_hypernym,05418717,train
01542252,_synset_domain_topic_of,06136258,train
04211528,_derivationally_related_form,02449340,test
08188638,_derivationally_related_form,09920771,train
12836663,_member_meronym,12836862,train
01603732,_derivationally_related_form,14789885,train
06717170,_member_of_domain_usage,09641422,train
10655169,_derivationally_related_form,01305731,train
07802417,_derivationally_related_form,02688623,train
08677628,_hypernym,08645963,train
05008943,_derivationally_related_form,01484083,train
07333649,_derivationally_related_form,01848718,train
12952852,_member_meronym,12954185,train
11911591,_member_meronym,11943299,train
02590340,_derivationally_related_form,08374049,train
02724126,_derivationally_related_form,03047941,train
00380698,_derivationally_related_form,13783816,train
01855155,_hypernym,02013571,train
09875353,_hypernym,09894654,train
14478433,_derivationally_related_form,02318165,train
05489640,_hypernym,05486920,train
07254836,_derivationally_related_form,02227487,train
01506157,_verb_group,01509584,train
13992514,_derivationally_related_form,02497400,train
02048051,_derivationally_related_form,13878112,train
05755883,_derivationally_related_form,00607405,train
01073822,_derivationally_related_form,15010703,train
08672738,_hypernym,08672562,train
02663657,_member_meronym,02664823,train
01161635,_derivationally_related_form,02495038,train
11818945,_member_meronym,11821777,train
00788184,_derivationally_related_form,07196682,train
13300555,_hypernym,13278375,train
00309115,_hypernym,00306426,train
02675458,_hypernym,02665282,train
06550552,_hypernym,06549661,train
12810595,_hypernym,12205694,train
10034201,_hypernym,09612848,train
05596651,_has_part,05596004,valid
09144851,_instance_hypernym,08524735,train
02397637,_derivationally_related_form,00373544,test
05735478,_hypernym,05734559,train
04620558,_derivationally_related_form,01229631,train
11643684,_hypernym,11554175,train
09908508,_derivationally_related_form,00590269,train
01357967,_member_meronym,01358904,train
11920998,_hypernym,12205694,train
09207288,_has_part,08929243,train
02644113,_hypernym,02642644,train
00595894,_hypernym,00586262,train
10744544,_hypernym,10453357,train
06251781,_derivationally_related_form,02079933,train
09692250,_hypernym,09686536,train
01123765,_derivationally_related_form,10605848,train
02080924,_hypernym,02079933,train
05798043,_hypernym,05797597,train
10596689,_derivationally_related_form,01843904,train
14422035,_hypernym,14420464,train
01941987,_synset_domain_topic_of,00300441,test
14004958,_synset_domain_topic_of,07020895,train
09138538,_instance_hypernym,08633957,train
01994442,_derivationally_related_form,00053913,train
02307547,_hypernym,02306462,test
