head,predicate,tail
00863174,_hypernym,00862683
01874126,_member_meronym,01883212
00570003,_hypernym,00173338
05971086,_synset_domain_topic_of,06158346
01289155,_derivationally_related_form,03652932
09039411,_member_of_domain_region,07803408
12934368,_hypernym,11585340
08751317,_has_part,08752021
07512848,_hypernym,07512465
00306426,_derivationally_related_form,01846916
11855122,_member_meronym,11855274
02642238,_derivationally_related_form,01067362
01182293,_derivationally_related_form,04638585
05200169,_derivationally_related_form,00001740
00433778,_derivationally_related_form,07423001
08860123,_member_of_domain_region,00307314
14738752,_derivationally_related_form,00458754
01211667,_derivationally_related_form,01814815
12937130,_hypernym,11672400
04536866,_derivationally_related_form,01733667
00152887,_hypernym,00151689
01035853,_derivationally_related_form,02715802
07806221,_hypernym,07557434
03726760,_hypernym,04267577
01733667,_synset_domain_topic_of,00543233
12231031,_member_meronym,12231918
11386346,_instance_hypernym,10030277
01256867,_derivationally_related_form,13916721
08157809,_hypernym,08153437
01041762,_hypernym,00792471
00837872,_hypernym,01779165
02108026,_derivationally_related_form,05984584
00304851,_synset_domain_topic_of,08199025
00728826,_similar_to,00727564
11983375,_hypernym,11672400
08416523,_member_meronym,09904837
02150039,_derivationally_related_form,00141396
06102476,_hypernym,05989479
14063633,_derivationally_related_form,00256862
00348746,_derivationally_related_form,10107303
10181990,_hypernym,10024119
00343249,_hypernym,00342028
00916706,_derivationally_related_form,00161225
02700867,_verb_group,02701210
11092292,_instance_hypernym,10177150
08740875,_has_part,08746475
00399553,_derivationally_related_form,14560926
04331277,_hypernym,03001627
00553616,_derivationally_related_form,13564215
09978442,_hypernym,10631941
00276342,_synset_domain_topic_of,06077413
02154416,_hypernym,02153445
14456752,_derivationally_related_form,00049900
01928730,_derivationally_related_form,00294190
01567275,_derivationally_related_form,00017222
02052226,_hypernym,02051694
08989697,_instance_hypernym,08631531
15021085,_hypernym,14973133
12891093,_hypernym,13122364
07248060,_derivationally_related_form,02556817
00371264,_derivationally_related_form,05016171
01921772,_hypernym,01923909
09733028,_hypernym,09641757
14888884,_hypernym,14731135
02267989,_derivationally_related_form,15141486
09441107,_has_part,08730550
12976672,_hypernym,07992450
05700087,_derivationally_related_form,00600370
05309392,_hypernym,05389762
00185438,_hypernym,00042541
00462092,_derivationally_related_form,01070892
01021128,_derivationally_related_form,06880533
02730304,_derivationally_related_form,05961867
01995211,_verb_group,00571596
00050652,_hypernym,00046534
06713512,_hypernym,06711855
02039876,_hypernym,01976841
10335563,_hypernym,00007846
11213552,_instance_hypernym,10547145
09206375,_instance_hypernym,09411430
01899891,_derivationally_related_form,00348571
12606907,_member_meronym,12607198
11898775,_hypernym,11898639
00568813,_synset_domain_topic_of,00482298
14514039,_hypernym,13934596
08515126,_instance_hypernym,08512736
02133297,_synset_domain_topic_of,06095022
08390012,_synset_domain_topic_of,08199025
01147950,_derivationally_related_form,00462092
01484083,_derivationally_related_form,05008943
02451679,_synset_domain_topic_of,06037666
07075172,_member_of_domain_usage,09853881
07453195,_hypernym,07450842
00237511,_derivationally_related_form,00375071
06531657,_synset_domain_topic_of,08441203
05648756,_hypernym,05648459
10471250,_hypernym,09505153
00744616,_derivationally_related_form,00957176
01696648,_derivationally_related_form,09938672
02286027,_derivationally_related_form,02584915
04025130,_derivationally_related_form,10493685
08622586,_synset_domain_topic_of,08199025
07472460,_derivationally_related_form,01122736
01392237,_hypernym,01249724
01258251,_derivationally_related_form,02643872
10599806,_derivationally_related_form,07110615
13341350,_hypernym,13286801
00225786,_hypernym,00225593
00462092,_hypernym,02510337
01746359,_hypernym,00968211
02145084,_hypernym,01862557
07439883,_hypernym,07445896
00189189,_derivationally_related_form,00381326
12221191,_hypernym,13110915
13541167,_derivationally_related_form,00515154
00893167,_derivationally_related_form,06741305
01580050,_derivationally_related_form,14450691
00081509,_hypernym,00081072
03302121,_derivationally_related_form,01311378
09945021,_hypernym,09943541
01774799,_derivationally_related_form,06715927
11786983,_member_meronym,11787190
05322103,_hypernym,05397468
01478002,_derivationally_related_form,00562398
00151689,_derivationally_related_form,13457378
09304750,_derivationally_related_form,02263982
04118021,_hypernym,03366823
01452255,_hypernym,01449974
02002875,_member_meronym,02003037
04777098,_hypernym,04776699
00811375,_derivationally_related_form,00203753
00838367,_derivationally_related_form,01179865
06721342,_hypernym,06715223
01802070,_hypernym,01801847
05311054,_has_part,05319936
05811884,_derivationally_related_form,00864910
01239862,_derivationally_related_form,04166553
03380461,_hypernym,03961939
09969718,_hypernym,10763383
01916010,_member_meronym,01916187
02643713,_hypernym,01432517
06740402,_derivationally_related_form,01645601
00597634,_hypernym,00595935
13617308,_hypernym,13600822
02077656,_also_see,01981036
00829761,_derivationally_related_form,00238527
08993288,_has_part,08994540
06189551,_hypernym,06186301
04737234,_hypernym,04735929
02713748,_hypernym,02713372
02225959,_member_meronym,02228874
01445998,_hypernym,01432517
00388392,_derivationally_related_form,00329817
02504562,_derivationally_related_form,05194578
01008378,_derivationally_related_form,00710005
00834135,_hypernym,00831191
00378664,_derivationally_related_form,13480848
02433426,_hypernym,01864707
12785110,_hypernym,11744583
00076884,_derivationally_related_form,01972298
12023407,_hypernym,11915214
01140839,_hypernym,01138670
08860123,_member_of_domain_region,03883664
00041899,_derivationally_related_form,00094460
11647131,_member_meronym,11647703
01153486,_hypernym,02499629
00883297,_derivationally_related_form,02945971
02482425,_hypernym,01323958
09968128,_hypernym,10720453
02354112,_synset_domain_topic_of,01101958
00176618,_hypernym,00173338
08388207,_hypernym,08386555
10523519,_derivationally_related_form,02650552
02641825,_member_meronym,02649689
07650903,_hypernym,07570720
09189411,_has_part,08852389
00278221,_hypernym,00277376
12641413,_has_part,07757132
02080577,_derivationally_related_form,04792127
01126335,_synset_domain_topic_of,08441203
01226875,_hypernym,01227675
00694068,_hypernym,00690614
05220126,_hypernym,05219561
07155661,_member_of_domain_usage,01236941
09472597,_hypernym,09359803
09873604,_hypernym,10498551
01879983,_member_meronym,01880570
01566082,_hypernym,01507175
12290116,_member_meronym,12293723
02290461,_derivationally_related_form,05157574
03724870,_derivationally_related_form,01358328
04039381,_has_part,03313873
02609764,_derivationally_related_form,15266911
02686625,_verb_group,02727039
02557638,_derivationally_related_form,00562935
00618878,_derivationally_related_form,05762998
11767354,_hypernym,13100156
10286855,_hypernym,10284064
12838027,_member_meronym,12864363
13996061,_hypernym,13991823
00827730,_hypernym,00765649
09102016,_has_part,09340935
11693566,_member_meronym,11693812
10056103,_derivationally_related_form,00559102
10025730,_derivationally_related_form,02199590
01384491,_hypernym,01326291
00052043,_hypernym,00047945
08766988,_has_part,08776320
14290534,_derivationally_related_form,00104026
00102927,_hypernym,00044150
03704038,_hypernym,04329190
06845599,_member_of_domain_usage,04551205
15235126,_hypernym,15154774
11798851,_hypernym,11585340
00999270,_hypernym,00998399
11410625,_derivationally_related_form,02635659
02638323,_member_meronym,02639312
01428155,_hypernym,01342529
01259773,_derivationally_related_form,00018526
01827858,_derivationally_related_form,09771664
11807849,_hypernym,11573660
01477538,_hypernym,01476483
00426581,_hypernym,00422090
14285276,_hypernym,14373582
01059400,_derivationally_related_form,04777098
14489113,_hypernym,13933560
02038357,_derivationally_related_form,00348008
00591006,_derivationally_related_form,09761403
05473928,_hypernym,14420954
02073065,_verb_group,00153061
01643464,_derivationally_related_form,07003119
10652954,_derivationally_related_form,06018465
02079525,_derivationally_related_form,05246511
08900535,_has_part,08903352
15127729,_instance_hypernym,15247518
12075495,_member_meronym,12075830
01057759,_hypernym,01057200
01663920,_derivationally_related_form,07886572
00555138,_hypernym,00553823
01219544,_derivationally_related_form,03588951
00926472,_derivationally_related_form,00868910
02143539,_derivationally_related_form,00941974
13618180,_hypernym,13600822
08135342,_has_part,08136027
08946812,_instance_hypernym,08524735
13518963,_derivationally_related_form,00043411
05965586,_hypernym,05943300
01685960,_hypernym,01684899
05586446,_has_part,05594037
00973077,_has_part,00953559
05489394,_has_part,05490370
08853741,_has_part,09467765
07356489,_synset_domain_topic_of,02686568
02126382,_derivationally_related_form,05714466
08356074,_has_part,08123696
00053159,_verb_group,00053341
05517837,_hypernym,05517578
01103788,_hypernym,01094725
04527808,_hypernym,02938514
01210737,_derivationally_related_form,05565696
11665781,_member_meronym,12313005
15195059,_hypernym,15185007
02834778,_has_part,03487090
01593254,_derivationally_related_form,03138344
14342132,_hypernym,14336539
12545090,_member_meronym,12545635
12496207,_hypernym,11585340
00293916,_derivationally_related_form,01914947
14859622,_hypernym,14961512
03259505,_derivationally_related_form,02649830
09170996,_instance_hypernym,08505573
07269758,_hypernym,06882561
03154073,_derivationally_related_form,01552519
09141526,_has_part,09146111
02131418,_member_meronym,02131653
00772640,_derivationally_related_form,07140978
04993108,_derivationally_related_form,02192570
00783246,_hypernym,00782527
00700896,_derivationally_related_form,06637350
15226732,_hypernym,15113229
02611373,_hypernym,02604760
00352826,_derivationally_related_form,07291794
12275489,_hypernym,12268246
00790965,_hypernym,00790703
02494866,_hypernym,01862557
00335923,_hypernym,00334996
08860123,_member_of_domain_region,06518253
04535524,_hypernym,03544360
00850873,_hypernym,00850425
12896615,_hypernym,12896307
12100538,_member_meronym,12118912
01069125,_derivationally_related_form,01548694
05259512,_derivationally_related_form,01387656
02230056,_derivationally_related_form,00372013
12611479,_member_meronym,12611640
11189274,_instance_hypernym,10566072
02368787,_also_see,02395115
08026904,_instance_hypernym,08392137
07073447,_member_of_domain_usage,02527085
00816556,_hypernym,00823436
08714132,_instance_hypernym,08698126
06793231,_hypernym,00033020
07312221,_synset_domain_topic_of,00017222
01633173,_synset_domain_topic_of,06084469
02040709,_derivationally_related_form,07275489
03648804,_synset_domain_topic_of,15253139
00707322,_hypernym,00706975
01424948,_derivationally_related_form,00854000
08472335,_member_meronym,08358594
01576165,_derivationally_related_form,08616050
00933821,_derivationally_related_form,07215377
02275152,_hypernym,02274482
13878112,_derivationally_related_form,02046755
00136254,_derivationally_related_form,15006258
05613170,_synset_domain_topic_of,00704305
01309143,_derivationally_related_form,10563826
07274890,_derivationally_related_form,00899352
07552252,_hypernym,07552087
02991122,_derivationally_related_form,02743547
04755218,_hypernym,04754862
02346895,_derivationally_related_form,08223263
09267490,_hypernym,00002684
00082308,_derivationally_related_form,00354884
14286549,_derivationally_related_form,01309478
09504135,_hypernym,05941423
06055946,_hypernym,06043075
02250464,_hypernym,01759182
10454972,_hypernym,09884391
12590117,_hypernym,11556857
12321395,_has_part,07774295
02245765,_hypernym,02376958
10450303,_hypernym,09623038
00309310,_derivationally_related_form,00377364
01539633,_derivationally_related_form,00006336
01729431,_hypernym,00941990
00617059,_derivationally_related_form,00994454
00351824,_hypernym,02609764
02452092,_derivationally_related_form,07475870
01455986,_hypernym,01432517
00996513,_hypernym,00788766
00864859,_hypernym,00863513
08860123,_member_of_domain_usage,07674749
01542567,_member_meronym,01544067
00234988,_hypernym,00233335
14938907,_hypernym,14944888
01044983,_hypernym,01044448
00937023,_derivationally_related_form,07215185
13299651,_hypernym,13278375
09159003,_has_part,08610305
08975902,_member_of_domain_region,08014202
14417146,_derivationally_related_form,00483801
01070102,_hypernym,02376958
02752695,_hypernym,01009240
00461493,_derivationally_related_form,04651974
13629676,_hypernym,13601596
12357100,_hypernym,12355760
00692907,_derivationally_related_form,13495636
01660719,_member_meronym,01719175
02112029,_derivationally_related_form,05043973
00390560,_derivationally_related_form,03161450
12876032,_member_meronym,12876684
02184797,_derivationally_related_form,07396945
08585447,_hypernym,08507558
01970348,_derivationally_related_form,07311661
10947108,_instance_hypernym,10624540
08722844,_instance_hypernym,08574314
02974697,_derivationally_related_form,01486312
02742842,_derivationally_related_form,00255710
02515934,_derivationally_related_form,00733317
02033805,_hypernym,01907258
09222051,_derivationally_related_form,01259691
07544647,_hypernym,00026192
12608941,_hypernym,11555413
04806512,_hypernym,04671394
05168261,_derivationally_related_form,00655779
00872886,_derivationally_related_form,09774266
00157081,_derivationally_related_form,00701040
06516955,_hypernym,06516595
01173813,_derivationally_related_form,01758308
02330582,_member_meronym,02330830
00900957,_derivationally_related_form,01688771
01096860,_hypernym,01095218
01728445,_hypernym,01657723
01470225,_derivationally_related_form,07186148
10390199,_derivationally_related_form,01088005
01933204,_derivationally_related_form,02814860
00773432,_derivationally_related_form,09997404
10754281,_derivationally_related_form,02579447
00333366,_hypernym,00331950
01679433,_verb_group,00542809
01073822,_derivationally_related_form,04993413
00318735,_derivationally_related_form,01449974
10764128,_hypernym,10006842
07652052,_hypernym,07651454
01458842,_has_part,05520479
13659943,_has_part,13659760
08932568,_has_part,04496035
00155143,_derivationally_related_form,00364260
01334862,_hypernym,01328702
00568483,_derivationally_related_form,04706290
04638585,_hypernym,04637923
02220055,_hypernym,02219486
00140123,_hypernym,00109660
00947719,_derivationally_related_form,00203213
01024392,_hypernym,01023820
05960121,_hypernym,05943300
04490091,_has_part,04105438
07093489,_hypernym,00929718
12449296,_hypernym,12425281
08745011,_instance_hypernym,08524735
04060065,_hypernym,02974219
13793504,_derivationally_related_form,02636132
02009433,_verb_group,02015598
08920924,_has_part,08924238
10526927,_hypernym,09979321
01843805,_member_meronym,01843932
13726947,_hypernym,13609507
00881998,_derivationally_related_form,07140348
00900583,_derivationally_related_form,10146927
00410406,_hypernym,00126264
13501941,_derivationally_related_form,01506812
09691279,_hypernym,09620078
02015598,_verb_group,02009433
11804604,_member_meronym,11814059
08289841,_member_meronym,10176475
05275905,_hypernym,05546040
02801938,_hypernym,03094503
05967773,_hypernym,05943300
12123050,_member_meronym,12123244
12293180,_hypernym,12205694
00070816,_derivationally_related_form,14055408
09999795,_derivationally_related_form,07540866
10444194,_derivationally_related_form,01702514
00636461,_derivationally_related_form,00786816
12785499,_member_meronym,12786464
02657741,_derivationally_related_form,01349735
01758339,_derivationally_related_form,02647497
15286249,_hypernym,13815152
02818832,_derivationally_related_form,01500082
01199009,_derivationally_related_form,00837675
02433123,_derivationally_related_form,00200768
01130169,_derivationally_related_form,09614684
03258730,_derivationally_related_form,01677509
14049552,_hypernym,14034177
00660102,_derivationally_related_form,10506762
09137032,_has_part,09365730
04960277,_hypernym,04960079
01237872,_hypernym,01237415
09436708,_has_part,09247410
02186153,_hypernym,01385330
01615949,_member_meronym,01616086
00147862,_derivationally_related_form,00419137
01625985,_derivationally_related_form,07902520
07475364,_hypernym,07317764
13149039,_member_meronym,13149506
02718811,_hypernym,03740161
00867983,_derivationally_related_form,01888511
01733346,_hypernym,01657723
02625016,_derivationally_related_form,00003553
02566227,_derivationally_related_form,09930876
07364434,_hypernym,07364115
12100538,_member_meronym,12146100
02577877,_derivationally_related_form,02776205
02354470,_hypernym,01864707
06541167,_hypernym,06539770
05169813,_derivationally_related_form,02161432
11766609,_member_meronym,11769002
04605726,_hypernym,03122748
08845555,_has_part,08846739
00140393,_derivationally_related_form,00405079
13271320,_hypernym,13353607
04175147,_hypernym,03082979
08860123,_member_of_domain_region,03663433
00345926,_derivationally_related_form,02824444
01897851,_hypernym,01896031
00023646,_derivationally_related_form,07478318
01598432,_member_meronym,01598820
10161178,_hypernym,10716005
01529036,_member_meronym,01541261
00849080,_derivationally_related_form,10561320
03106722,_hypernym,03309808
00258854,_hypernym,00248977
12615427,_hypernym,11555413
00261604,_derivationally_related_form,01675963
08780881,_has_part,09385586
00940384,_derivationally_related_form,10743675
04621314,_derivationally_related_form,10306279
02386675,_hypernym,02339413
12395717,_hypernym,11567411
02658944,_member_meronym,02659176
00830188,_derivationally_related_form,00889294
07008680,_derivationally_related_form,00338071
02862048,_has_part,02895154
02125223,_derivationally_related_form,05658826
05964643,_hypernym,05943300
01757547,_hypernym,01657723
01917549,_derivationally_related_form,00292712
10682380,_hypernym,09610660
03928116,_hypernym,03915437
02538086,_derivationally_related_form,07545161
07157273,_member_of_domain_usage,10138242
02065599,_hypernym,01864707
05915356,_hypernym,05913538
00325110,_derivationally_related_form,00433232
12952852,_hypernym,13166338
08929922,_has_part,09425835
09267490,_derivationally_related_form,02222318
12626030,_member_meronym,12628356
07283608,_hypernym,00029378
01472807,_derivationally_related_form,00789391
00493929,_hypernym,00207728
07407777,_derivationally_related_form,01377032
00645939,_synset_domain_topic_of,00612160
11739809,_member_meronym,11739978
09826821,_hypernym,10024119
00607114,_derivationally_related_form,06598445
06781581,_hypernym,06780882
01053771,_hypernym,00983824
12090318,_hypernym,11562747
09044862,_has_part,09356080
04372171,_derivationally_related_form,01411630
00786458,_derivationally_related_form,07199191
02179429,_hypernym,01759182
05662876,_derivationally_related_form,02553697
05153520,_derivationally_related_form,00510050
06878934,_hypernym,06877078
14412882,_derivationally_related_form,00588797
01324799,_derivationally_related_form,00315383
02571511,_hypernym,02321757
07560903,_synset_domain_topic_of,00015388
12963796,_member_meronym,12966386
00408852,_derivationally_related_form,06214744
00027064,_derivationally_related_form,01144716
14494716,_hypernym,13920835
01885845,_hypernym,01835496
02068735,_hypernym,01862557
01501347,_verb_group,01500873
13978344,_hypernym,13977366
01008546,_synset_domain_topic_of,08441203
08679972,_hypernym,08616311
11900058,_member_meronym,11900986
00357275,_derivationally_related_form,01592669
01345109,_derivationally_related_form,00344040
11827775,_member_meronym,11831730
12560775,_hypernym,12560016
01076046,_derivationally_related_form,00362348
09930464,_hypernym,00007846
04230808,_has_part,04238321
00381850,_synset_domain_topic_of,06090869
01157517,_derivationally_related_form,00356199
00629257,_derivationally_related_form,01009190
08855126,_instance_hypernym,08524735
01049737,_derivationally_related_form,01254978
01947266,_similar_to,01948573
07169353,_derivationally_related_form,01097960
08463817,_derivationally_related_form,01195299
06473381,_derivationally_related_form,00187526
12378963,_has_part,07762534
08356375,_has_part,08356573
05582859,_hypernym,05267548
05513529,_has_part,05519085
06884670,_hypernym,06883073
02059162,_hypernym,02057731
01996392,_member_meronym,01996585
06561138,_hypernym,06560254
04682462,_derivationally_related_form,01538469
01199881,_derivationally_related_form,03666591
07042586,_derivationally_related_form,01703857
00315986,_derivationally_related_form,02077656
00931847,_hypernym,00927261
01767949,_derivationally_related_form,02364448
02308139,_hypernym,02309337
12550408,_hypernym,12550210
09892262,_derivationally_related_form,08364143
00015388,_derivationally_related_form,01617192
08132637,_synset_domain_topic_of,00883297
14002279,_hypernym,13934900
05483890,_has_part,05484355
08076578,_derivationally_related_form,02562585
10745332,_derivationally_related_form,02541138
01666717,_derivationally_related_form,10689564
02515080,_hypernym,02514187
08108627,_hypernym,07992450
00412271,_derivationally_related_form,10685853
13404248,_hypernym,13403643
02270326,_member_meronym,02270810
00251780,_derivationally_related_form,00036780
01118449,_derivationally_related_form,01237167
05793210,_synset_domain_topic_of,08441203
07491038,_derivationally_related_form,01815628
04404200,_hypernym,03007591
11911591,_member_meronym,11990804
06351202,_has_part,00390735
06713377,_hypernym,06711855
02747709,_hypernym,02367363
04961136,_derivationally_related_form,00279822
09159003,_has_part,09438554
00287258,_hypernym,00283911
01947613,_hypernym,01938850
00453803,_hypernym,00452512
08098346,_derivationally_related_form,09848285
04160036,_derivationally_related_form,01356582
05310790,_hypernym,05426243
01740283,_hypernym,01656813
05044822,_hypernym,05044673
00849982,_derivationally_related_form,00055871
08859173,_member_of_domain_region,09507909
11749273,_hypernym,15098161
09054480,_instance_hypernym,08524735
00806902,_derivationally_related_form,00275607
02196542,_member_meronym,02198021
02395003,_hypernym,02394477
07411851,_hypernym,07296428
09084750,_has_part,09086070
02862048,_has_part,03879705
11410625,_derivationally_related_form,01642924
02138921,_member_meronym,02139199
10112591,_derivationally_related_form,13931145
02231473,_derivationally_related_form,00560529
14493426,_derivationally_related_form,00172732
00841986,_derivationally_related_form,07214994
01593705,_hypernym,01504437
01416871,_derivationally_related_form,07410745
00319406,_derivationally_related_form,13850304
08761244,_has_part,08761868
10140783,_derivationally_related_form,00657728
00177186,_also_see,00995119
04784664,_derivationally_related_form,01430111
06472242,_derivationally_related_form,00818553
01046984,_derivationally_related_form,00559102
06528992,_derivationally_related_form,00672017
02722997,_hypernym,02722458
04836074,_derivationally_related_form,00884778
00431005,_derivationally_related_form,10224098
12405209,_member_meronym,12405714
00570590,_also_see,02102484
10368920,_hypernym,09861946
04758776,_hypernym,04758452
01054553,_hypernym,00983824
04228844,_hypernym,15101854
04620216,_has_part,04669247
01199035,_derivationally_related_form,02578008
04702688,_hypernym,04701460
05393023,_hypernym,05392744
02125409,_derivationally_related_form,02648639
02284662,_synset_domain_topic_of,00766234
09048880,_has_part,09068444
01134238,_derivationally_related_form,00123234
06473168,_hypernym,06470073
10245341,_hypernym,10363913
00732552,_derivationally_related_form,00879759
06552470,_hypernym,06551784
12574143,_hypernym,11585340
02654416,_hypernym,02655135
10524973,_hypernym,00007846
05186306,_derivationally_related_form,02461314
10743675,_derivationally_related_form,00745187
04904352,_derivationally_related_form,01764800
00523513,_derivationally_related_form,01883716
02391193,_derivationally_related_form,00605023
00969260,_hypernym,00973056
07499113,_derivationally_related_form,02719399
13205482,_member_meronym,13208138
01153947,_derivationally_related_form,01235463
02420232,_derivationally_related_form,03322099
02354537,_also_see,01817500
10161695,_hypernym,10384772
10417168,_hypernym,09633969
00394803,_derivationally_related_form,00194534
12216028,_hypernym,11567411
01600191,_derivationally_related_form,00382109
00556142,_derivationally_related_form,01902405
10403366,_hypernym,10129825
01056411,_derivationally_related_form,02680814
05724694,_derivationally_related_form,00070816
00235918,_derivationally_related_form,05121418
02377764,_hypernym,02518161
05499172,_hypernym,05462674
00548802,_derivationally_related_form,00837288
01633173,_derivationally_related_form,05846932
08856266,_instance_hypernym,08524735
13887509,_derivationally_related_form,02038357
01389188,_member_meronym,01421496
14058252,_derivationally_related_form,00002724
01421622,_derivationally_related_form,00320852
15223574,_hypernym,15223343
02500267,_hypernym,02496913
01671874,_member_meronym,01672032
04123567,_derivationally_related_form,01485839
01280808,_derivationally_related_form,13885836
00007347,_derivationally_related_form,01645601
09006413,_has_part,09010085
12197211,_hypernym,11575425
02245403,_derivationally_related_form,04948241
13720600,_has_part,13720096
02149899,_derivationally_related_form,13641534
10187990,_hypernym,09770949
06053439,_hypernym,06043075
01255057,_hypernym,00173338
02195526,_hypernym,02193009
04713332,_hypernym,04712735
07596684,_hypernym,07557165
05784831,_derivationally_related_form,00689344
06503724,_derivationally_related_form,01000214
07342495,_derivationally_related_form,02052675
01451502,_derivationally_related_form,02970849
09769345,_derivationally_related_form,00897564
00850192,_derivationally_related_form,06767922
01275516,_hypernym,00126264
11911591,_member_meronym,11975853
08322981,_hypernym,08324514
09791816,_hypernym,10503452
01598432,_member_meronym,01599919
01471070,_member_meronym,01862557
07157273,_member_of_domain_usage,14375761
05774614,_derivationally_related_form,00944924
09043052,_has_part,09330913
10126806,_hypernym,09792555
02290196,_hypernym,02210855
07500414,_derivationally_related_form,00692143
00198057,_hypernym,00197744
02680531,_hypernym,02680814
02192992,_derivationally_related_form,00882702
07410021,_derivationally_related_form,01414288
02202133,_hypernym,02200686
06544432,_derivationally_related_form,02465297
06469874,_hypernym,06467007
02347637,_derivationally_related_form,09909760
00879759,_derivationally_related_form,02169352
02412440,_derivationally_related_form,00058265
09236423,_has_part,09460888
08415272,_member_meronym,10420277
06717170,_member_of_domain_usage,10203682
09901143,_derivationally_related_form,01082454
03209141,_hypernym,02935017
02230990,_derivationally_related_form,04948722
15009843,_hypernym,15010703
00026153,_hypernym,00146138
00396703,_derivationally_related_form,00380083
00142361,_hypernym,00635850
03763727,_hypernym,03679384
00498662,_hypernym,00146138
02433205,_hypernym,01864707
01546921,_hypernym,01524359
11940915,_hypernym,11940006
10770545,_derivationally_related_form,04558578
01322223,_hypernym,01256600
10656223,_derivationally_related_form,00390842
04543158,_has_part,02765028
01625747,_member_meronym,01655577
05228020,_hypernym,05462674
01964636,_hypernym,01938850
00550546,_derivationally_related_form,07358576
03659122,_hypernym,03581125
00533671,_hypernym,00260648
01591490,_member_meronym,01593423
05685030,_derivationally_related_form,01791232
10483890,_derivationally_related_form,01881696
00418408,_derivationally_related_form,13561521
00403911,_derivationally_related_form,00378042
01660857,_synset_domain_topic_of,08199025
00264776,_derivationally_related_form,09614047
07502980,_derivationally_related_form,01774799
02598438,_member_meronym,02598573
09911849,_derivationally_related_form,07187486
12174926,_hypernym,12170585
12654659,_hypernym,12653762
04563204,_hypernym,04574999
00476744,_derivationally_related_form,07358060
01219306,_derivationally_related_form,00012944
00608978,_derivationally_related_form,00073828
01150200,_derivationally_related_form,02314275
01084866,_hypernym,01111816
02479896,_hypernym,01862557
13226526,_member_meronym,13226698
02767760,_hypernym,02767308
05311054,_derivationally_related_form,02167052
00239024,_synset_domain_topic_of,00463543
01722980,_hypernym,01619354
00218427,_hypernym,00217014
00835501,_derivationally_related_form,02068745
01491520,_member_meronym,01491661
13253612,_hypernym,13253255
04913839,_derivationally_related_form,00878348
08155518,_hypernym,07971582
00939277,_derivationally_related_form,06743362
04024396,_hypernym,03526198
06611998,_hypernym,06612266
00604811,_hypernym,00586262
00808343,_hypernym,00752764
01044533,_derivationally_related_form,07386920
00810729,_derivationally_related_form,00740712
12288823,_has_part,07772788
01060234,_hypernym,01057200
09973490,_hypernym,09991026
02224466,_hypernym,01762525
05722208,_derivationally_related_form,02870453
12581381,_member_meronym,12591195
01183573,_derivationally_related_form,13580723
01573627,_hypernym,01571904
01494339,_member_meronym,01494475
07993109,_member_meronym,08436759
06245084,_hypernym,05946687
09159003,_has_part,09139993
11669335,_has_part,11690893
15268857,_derivationally_related_form,00947077
11722466,_hypernym,11720353
13077295,_hypernym,12992868
13889843,_synset_domain_topic_of,06095022
02489748,_derivationally_related_form,00516086
00298497,_hypernym,00295701
02120451,_derivationally_related_form,02465693
02539334,_derivationally_related_form,05196582
02738760,_derivationally_related_form,06938493
01492725,_derivationally_related_form,14288871
01502762,_hypernym,01301410
01880113,_derivationally_related_form,07400906
10080869,_hypernym,10399491
11754188,_member_meronym,11758628
06718434,_hypernym,06717170
01389329,_hypernym,01527271
12690388,_member_meronym,12691189
09911570,_hypernym,10630188
00201058,_derivationally_related_form,01972131
11905584,_hypernym,11575425
01588172,_member_meronym,01588589
01973125,_hypernym,01850315
12283790,_hypernym,12281241
02020413,_derivationally_related_form,14452616
11712827,_member_meronym,11713034
08898457,_instance_hypernym,08524735
10029269,_derivationally_related_form,00935940
01254692,_derivationally_related_form,14550469
15218149,_hypernym,15216966
10345804,_derivationally_related_form,00953216
00633265,_derivationally_related_form,05793210
00758627,_hypernym,00759269
02323715,_member_meronym,02325211
08955082,_has_part,09481285
01496497,_hypernym,01494310
01182024,_derivationally_related_form,01197338
03954731,_hypernym,03489162
02539334,_derivationally_related_form,14442530
02349040,_hypernym,01864707
03629857,_hypernym,02944826
01562265,_hypernym,01557185
08801678,_has_part,08807894
06763681,_derivationally_related_form,01059123
01668421,_derivationally_related_form,09812068
11841529,_member_meronym,11848610
00444309,_synset_domain_topic_of,06090869
09059274,_has_part,09382362
01190277,_hypernym,01171183
02400139,_member_meronym,02422249
13150894,_hypernym,12205694
09023321,_has_part,09025451
03354613,_derivationally_related_form,01340439
06713187,_hypernym,06711855
02048832,_member_meronym,02048952
06845599,_member_of_domain_usage,03654086
00754942,_derivationally_related_form,01061333
10026058,_hypernym,09608709
01195299,_derivationally_related_form,05821775
10091012,_hypernym,10206173
00280586,_hypernym,00191142
09510904,_hypernym,09505418
11662764,_hypernym,11554175
08146782,_member_meronym,09847727
10332385,_derivationally_related_form,13814041
10690538,_derivationally_related_form,00302130
02534307,_hypernym,02564146
09366317,_has_part,09437454
01640550,_derivationally_related_form,00928077
12680125,_member_meronym,12680864
06845599,_member_of_domain_usage,14777606
08764107,_has_part,08765623
13988663,_derivationally_related_form,01149494
00196364,_derivationally_related_form,04694090
04769456,_derivationally_related_form,02505716
00623162,_hypernym,00620752
09440400,_has_part,08852843
08138466,_hypernym,08337324
02608347,_derivationally_related_form,07325190
