Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.131147541,1,1,16,16,16,?b
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.014619883,0.5,5,342,10,?b
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.040983607,0.014245014,0.454545455,5,351,11,?b
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.016393443,0.028169014,1,2,71,2,?b
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.073770492,0.818181818,1,9,11,9,?b
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.016393443,0.032258065,1,2,62,2,?b
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.336065574,0.953488372,0.953488372,41,43,43,?b
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.051282051,0.666666667,4,78,6,?b
?g  <http://bias.org/vocab/bandMember>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.06557377,0.228571429,0.363636364,8,35,22,?b
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.081967213,0.073529412,0.454545455,10,136,22,?b
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/musicalBand>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.025806452,0.8,4,155,5,?b
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.025806452,0.8,4,155,5,?b
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.024242424,0.8,4,165,5,?b
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.131147541,0.457142857,0.457142857,16,35,35,?b
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.022099448,0.8,4,181,5,?b
?g  <http://bias.org/vocab/formerBandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.336065574,0.248484848,0.248484848,41,165,165,?b
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.024590164,0.008310249,0.333333333,3,361,9,?b
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.106557377,0.015911873,0.419354839,13,817,31,?b
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.098360656,0.014251781,0.363636364,12,842,33,?b
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.012003693,0.224137931,0.8125,13,58,16,?a
?a  <http://bias.org/vocab/artist>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.011080332,0.25,0.857142857,12,48,14,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.106557377,0.015046296,0.393939394,13,864,33,?b
?a  <http://bias.org/vocab/album>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.012927054,0.583333333,1,14,24,14,?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.098360656,0.014687882,0.352941176,12,817,34,?b
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.019390582,0.466666667,0.875,21,45,24,?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.012927054,0.215384615,0.823529412,14,65,17,?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.010156971,0.392857143,0.846153846,11,28,13,?a
?h  <http://bias.org/vocab/recordLabel>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.020313943,0.536585366,0.916666667,22,41,24,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.024590164,0.007915567,0.3,3,379,10,?b
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.016393443,0.024691358,0.666666667,2,81,3,?b
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.019390582,0.6,0.84,21,35,25,?a
?b  <http://bias.org/vocab/artist>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.085365854,0.072164948,0.378378378,14,194,37,?a
?a  <http://bias.org/vocab/musicalBand>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.024390244,0.01826484,0.2,4,219,20,?a
?a  <http://bias.org/vocab/musicalArtist>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.018292683,0.013824885,0.176470588,3,217,17,?a
?g  <http://bias.org/vocab/recordLabel>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.020313943,0.5,0.916666667,22,44,24,?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.024691358,0.8,4,162,5,?b
?b  <http://bias.org/vocab/artist>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.067073171,0.058510638,0.35483871,11,188,31,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/formerBandMember>  ?b,0.032786885,0.050632911,0.571428571,4,79,7,?b
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.011080332,0.126315789,0.387096774,12,95,31,?a
?b  <http://bias.org/vocab/artist>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.012195122,0.010362694,0.4,2,193,5,?a
?h  <http://bias.org/vocab/album>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.036585366,0.6,1,6,10,6,?a
?b  <http://bias.org/vocab/artist>  ?h  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.030487805,0.041322314,0.294117647,5,121,17,?a
?h  <http://bias.org/vocab/album>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.036585366,0.545454545,1,6,11,6,?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.011080332,0.571428571,0.923076923,12,21,13,?a
?a  <http://bias.org/vocab/producer>  ?h  ?b  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.073170732,0.003667482,0.166666667,12,3272,72,?a
?g  <http://bias.org/vocab/album>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/album>  ?b,0.036585366,0.5,1,6,12,6,?a
?g  <http://bias.org/vocab/album>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/album>  ?b,0.036585366,0.545454545,1,6,11,6,?a
?a  <http://bias.org/vocab/binomial>  ?h  ?h  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.030567686,1,1,14,14,14,?a
?g  <http://bias.org/vocab/binomial>  ?a  ?g  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.030567686,1,1,14,14,14,?a
?g  <http://bias.org/vocab/genus>  ?a  ?g  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.013100437,0.857142857,1,6,7,6,?a
?a  <http://bias.org/vocab/genus>  ?h  ?h  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.026200873,0.857142857,1,12,14,12,?a
?a  <http://bias.org/vocab/producer>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.012927054,0.138613861,0.538461538,14,101,26,?a
?g  <http://bias.org/vocab/family>  ?a  ?g  <http://bias.org/vocab/order>  ?b   => ?a  <http://bias.org/vocab/order>  ?b,0.045,0.692307692,1,18,26,18,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.011080332,0.090909091,0.4,12,132,30,?a
?a  <http://bias.org/vocab/deathPlace>  ?b  ?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.010362694,0.25,1,2,8,2,?a
?a  <http://bias.org/vocab/citizenship>  ?b  ?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.03626943,0.5,1,7,14,7,?a
?g  <http://bias.org/vocab/album>  ?a  ?g  <http://bias.org/vocab/recordLabel>  ?b   => ?a  <http://bias.org/vocab/recordLabel>  ?b,0.012927054,0.736842105,1,14,19,14,?a
?b  <http://bias.org/vocab/manager>  ?a  ?a  <http://bias.org/vocab/team>  ?b   => ?a  <http://bias.org/vocab/managerClub>  ?b,0.029605263,0.9,1,9,10,9,?a
?a  <http://bias.org/vocab/deathPlace>  ?b  ?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.025906736,0.185185185,1,5,27,5,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.07253886,0.225806452,0.933333333,14,62,15,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.051813472,0.294117647,0.909090909,10,34,11,?a
?a  <http://bias.org/vocab/citizenship>  ?b  ?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.03626943,0.388888889,1,7,18,7,?a
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/state>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.041450777,0.285714286,0.888888889,8,28,9,?a
?a  <http://bias.org/vocab/residence>  ?h  ?h  <http://bias.org/vocab/state>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.015544041,0.75,0.75,3,4,4,?a
?a  <http://bias.org/vocab/canton>  ?h  ?b  <http://bias.org/vocab/district>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.014492754,0.2,0.333333333,2,10,6,?a
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/city>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.010362694,0.057142857,1,2,35,2,?a
?a  <http://bias.org/vocab/district>  ?h  ?b  <http://bias.org/vocab/district>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.014492754,0.037037037,0.25,2,54,8,?a
?b  <http://bias.org/vocab/canton>  ?h  ?a  <http://bias.org/vocab/district>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.014492754,0.2,0.333333333,2,10,6,?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b,0.067357513,0.0625,0.928571429,13,208,14,?a
?g  <http://bias.org/vocab/family>  ?a  ?g  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.032751092,0.882352941,1,15,17,15,?a
?h  <http://bias.org/vocab/division>  ?b  ?a  <http://bias.org/vocab/genus>  ?h   => ?a  <http://bias.org/vocab/division>  ?b,0.0248307,1,1,11,11,11,?a
?a  <http://bias.org/vocab/binomial>  ?h  ?h  <http://bias.org/vocab/division>  ?b   => ?a  <http://bias.org/vocab/division>  ?b,0.0248307,1,1,11,11,11,?a
?h  <http://bias.org/vocab/neighboringMunicipality>  ?a  ?b  <http://bias.org/vocab/neighboringMunicipality>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.144927536,0.11627907,0.12345679,20,172,162,?a
?g  <http://bias.org/vocab/binomial>  ?a  ?g  <http://bias.org/vocab/division>  ?b   => ?a  <http://bias.org/vocab/division>  ?b,0.0248307,1,1,11,11,11,?a
?g  <http://bias.org/vocab/division>  ?b  ?g  <http://bias.org/vocab/genus>  ?a   => ?a  <http://bias.org/vocab/division>  ?b,0.011286682,0.833333333,1,5,6,5,?a
?a  <http://bias.org/vocab/neighboringMunicipality>  ?h  ?b  <http://bias.org/vocab/neighboringMunicipality>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.152173913,0.112299465,0.112299465,21,187,187,?a
?a  <http://bias.org/vocab/family>  ?h  ?h  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.203056769,0.939393939,1,93,99,93,?a
?h  <http://bias.org/vocab/product>  ?a  ?b  <http://bias.org/vocab/product>  ?h   => ?a  <http://bias.org/vocab/product>  ?b,0.025641026,1,1,3,3,3,?a
?h  <http://bias.org/vocab/neighboringMunicipality>  ?b  ?a  <http://bias.org/vocab/neighboringMunicipality>  ?h   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.144927536,0.11627907,0.11627907,20,172,172,?a
?a  <http://bias.org/vocab/author>  ?b  ?a  <http://bias.org/vocab/executiveProducer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b,0.012820513,0.6,1,3,5,3,?a
?g  <http://bias.org/vocab/division>  ?b  ?g  <http://bias.org/vocab/family>  ?a   => ?a  <http://bias.org/vocab/division>  ?b,0.0248307,0.785714286,1,11,14,11,?a
?h  <http://bias.org/vocab/product>  ?b  ?a  <http://bias.org/vocab/product>  ?h   => ?a  <http://bias.org/vocab/product>  ?b,0.025641026,1,1,3,3,3,?a
?g  <http://bias.org/vocab/product>  ?a  ?g  <http://bias.org/vocab/product>  ?b   => ?a  <http://bias.org/vocab/product>  ?b,0.025641026,0.038961039,1,3,77,3,?a
?a  <http://bias.org/vocab/family>  ?h  ?h  <http://bias.org/vocab/order>  ?b   => ?a  <http://bias.org/vocab/order>  ?b,0.12,0.761904762,1,48,63,48,?a
?h  <http://bias.org/vocab/kingdom>  ?b  ?a  <http://bias.org/vocab/order>  ?h   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.028384279,0.866666667,1,13,15,13,?a
?b  <http://bias.org/vocab/producer>  ?h  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/album>  ?b,0.030487805,0.00723589,0.142857143,5,691,35,?a
?g  <http://bias.org/vocab/neighboringMunicipality>  ?a  ?g  <http://bias.org/vocab/neighboringMunicipality>  ?b   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b,0.137681159,0.09947644,0.114457831,19,191,166,?a
?h  <http://bias.org/vocab/director>  ?a  ?b  <http://bias.org/vocab/director>  ?h   => ?a  <http://bias.org/vocab/director>  ?b,0.012820513,0.75,0.75,3,4,4,?a
?g  <http://bias.org/vocab/division>  ?b  ?a  <http://bias.org/vocab/order>  ?g   => ?a  <http://bias.org/vocab/division>  ?b,0.027088036,0.8,1,12,15,12,?a
?h  <http://bias.org/vocab/division>  ?b  ?a  <http://bias.org/vocab/family>  ?h   => ?a  <http://bias.org/vocab/division>  ?b,0.189616253,0.857142857,1,84,98,84,?a
?h  <http://bias.org/vocab/isPartOf>  ?a  ?b  <http://bias.org/vocab/isPartOf>  ?h   => ?a  <http://bias.org/vocab/isPartOf>  ?b,0.011990408,0.147058824,0.263157895,5,34,19,?a
?a  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b,0.055555556,0.117117117,1,13,111,13,?a
?g  <http://bias.org/vocab/director>  ?a  ?g  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/director>  ?b,0.012820513,0.01875,1,3,160,3,?a
?g  <http://bias.org/vocab/isPartOf>  ?b  ?a  <http://bias.org/vocab/isPartOf>  ?g   => ?a  <http://bias.org/vocab/isPartOf>  ?b,0.026378897,0.323529412,0.323529412,11,34,34,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.037878788,1,1,10,10,10,?a
?a  <http://bias.org/vocab/division>  ?g  ?g  <http://bias.org/vocab/kingdom>  ?b   => ?a  <http://bias.org/vocab/kingdom>  ?b,0.866812227,0.906392694,1,397,438,397,?a
?a  <http://bias.org/vocab/editing>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b,0.021367521,0.833333333,1,5,6,5,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.045454545,0.631578947,0.857142857,12,19,14,?a
?a  <http://bias.org/vocab/isPartOf>  ?g  ?g  <http://bias.org/vocab/state>  ?b   => ?a  <http://bias.org/vocab/isPartOf>  ?b,0.014388489,1,1,6,6,6,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.037878788,1,1,10,10,10,?a
?h  <http://bias.org/vocab/director>  ?b  ?a  <http://bias.org/vocab/director>  ?h   => ?a  <http://bias.org/vocab/director>  ?b,0.017094017,1,1,4,4,4,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.011363636,0.130434783,0.75,3,23,4,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.011363636,0.428571429,1,3,7,3,?a
?a  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.284090909,0.949367089,1,75,79,75,?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.022727273,0.857142857,0.857142857,6,7,7,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.037878788,0.285714286,0.285714286,10,35,35,?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.022727273,0.193548387,0.193548387,6,31,31,?a
?h  <http://bias.org/vocab/foundedBy>  ?b  ?a  <http://bias.org/vocab/recordLabel>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.011363636,0.15,1,3,20,3,?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.064393939,0.772727273,1,17,22,17,?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.056818182,0.75,1,15,20,15,?a
?g  <http://bias.org/vocab/isPartOf>  ?a  ?g  <http://bias.org/vocab/isPartOf>  ?b   => ?a  <http://bias.org/vocab/isPartOf>  ?b,0.026378897,0.040441176,0.323529412,11,272,34,?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.064393939,0.68,0.944444444,17,25,18,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.034090909,0.091836735,0.3,9,98,30,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.026515152,0.107692308,0.107692308,7,65,65,?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.060606061,0.64,0.888888889,16,25,18,?a
?g  <http://bias.org/vocab/birthPlace>  ?a  ?g  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/isPartOf>  ?b,0.014388489,0.008784773,0.133333333,6,683,45,?a
?h  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.018939394,0.138888889,1,5,36,5,?a
?a  <http://bias.org/vocab/album>  ?h  ?h  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.053030303,0.933333333,1,14,15,14,?a
?a  <http://bias.org/vocab/album>  ?h  ?h  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.011363636,0.125,0.75,3,24,4,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.064393939,0.944444444,1,17,18,17,?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.022727273,0.857142857,0.857142857,6,7,7,?a
?a  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.166666667,0.936170213,1,44,47,44,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.045454545,0.116504854,0.342857143,12,103,35,?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.153846154,0.8,4,26,5,?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.142857143,1,4,28,4,?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.125,1,4,32,4,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.056818182,0.681818182,0.9375,15,22,16,?a
?g  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?g   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.037878788,0.285714286,0.303030303,10,35,33,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?g   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.023809524,0.5,4,168,8,?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.049242424,0.65,0.928571429,13,20,14,?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?g   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.022857143,0.444444444,4,175,9,?a
?a  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.075757576,0.18018018,0.869565217,20,111,23,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.015151515,0.142857143,0.8,4,28,5,?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.022727273,0.162162162,1,6,37,6,?a
?g  <http://bias.org/vocab/producer>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalArtist>  ?b,0.011363636,0.083333333,1,3,36,3,?a
